time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontal,depthError,magError,magNst,status,locationSo,magSource
29-Nov-2002,33.049,-80.177,9.1,2.5,md,,115,0.08993,0,se,se62043,40:17.9,"3 km N of Summerville, South Carolina",earthquake,,0.7,,,reviewed,co,co
16-Dec-2002,33.049,-80.184,8.5,2.8,md,,161,0.05396,0.1,se,se62046,40:25.8,"3 km NNW of Summerville, South Carolina",earthquake,,0.8,,,reviewed,co,co
1-Feb-2003,32.931,-80.154,5.5,2.1,md,,,,,se,se605330,27:04.4,"7 km SSE of Centerville, South Carolina",earthquake,0.3,0.7,,,reviewed,se,se
26-Feb-2003,32.936,-80.157,7.9,2.1,md,,,,,se,se605332,27:16.6,"6 km S of Centerville, South Carolina",earthquake,0.4,0.6,,,reviewed,se,se
28-Feb-2003,32.932,-80.159,4.3,2.6,md,,,,,se,se605333,27:22.7,"7 km S of Centerville, South Carolina",earthquake,0.3,0.6,,,reviewed,se,se
2-Mar-2003,32.931,-80.165,6.5,2.9,md,,,,,se,se605334,27:28.7,"7 km S of Centerville, South Carolina",earthquake,0.3,0.5,,,reviewed,se,se
15-Mar-2003,32.918,-80.16,5.8,0.9,md,,,,,se,se605335,27:34.8,"8 km S of Centerville, South Carolina",earthquake,0.3,0.5,,,reviewed,se,se
15-Mar-2003,32.937,-80.137,5.4,2.3,md,,,,,se,se605336,27:40.9,"5 km SSW of Ladson, South Carolina",earthquake,0.3,0.7,,,reviewed,se,se
15-Mar-2003,32.939,-80.138,5.3,2,md,,,,,se,se605337,27:47.0,"5 km SSW of Ladson, South Carolina",earthquake,0.3,0.7,,,reviewed,se,se
4-Apr-2003,33.986,-81.032,0.5,1.4,md,,,,,se,se605339,27:59.1,"1 km S of Columbia, South Carolina",earthquake,0.3,1.4,,,reviewed,se,se
30-Apr-2003,32.909,-80.162,6.9,1.6,md,,,,,se,se605350,29:09.0,"9 km S of Centerville, South Carolina",earthquake,0.6,0.5,,,reviewed,se,se
5-May-2003,33.055,-80.19,11.4,3.1,md,,,,,se,se605352,29:21.4,"4 km NNW of Summerville, South Carolina",earthquake,0.3,0.7,,,reviewed,se,se
8-May-2003,33.989,-81.053,0.9,1.5,md,,,,,se,se605354,29:33.7,"2 km ESE of West Columbia, South Carolina",earthquake,4.2,99,,,reviewed,se,se
12-Jun-2003,32.982,-80.227,10.4,2.6,md,,,,,se,se605356,29:45.9,"5 km WSW of Centerville, South Carolina",earthquake,0.3,0.5,,,reviewed,se,se
27-Jun-2003,34.027,-81.256,2.9,1.4,md,,,,,se,se605358,29:58.0,"5 km NNW of Lexington, South Carolina",earthquake,3.4,14.8,,,reviewed,se,se
19-Jul-2003,32.924,-80.137,5.7,2.5,md,,,,,se,se605364,30:35.4,"7 km SSW of Ladson, South Carolina",earthquake,0.7,0.7,,,reviewed,se,se
24-Sep-2003,32.898,-80.148,4.9,1,md,,,,,se,se605368,31:00.5,South Carolina,earthquake,0.5,0.4,,,reviewed,se,se
14-Oct-2003,32.946,-80.177,7.2,2.5,md,,,,,se,se605373,31:31.1,"5 km S of Centerville, South Carolina",earthquake,0.3,0.6,,,reviewed,se,se
20-Oct-2003,32.925,-80.158,7,1.4,md,,,,,se,se605376,31:49.6,"7 km S of Centerville, South Carolina",earthquake,0.6,0.6,,,reviewed,se,se
22-Oct-2003,32.983,-80.166,7.5,2.4,md,,,,,se,se605377,31:55.7,"1 km SSE of Centerville, South Carolina",earthquake,0.3,0.7,,,reviewed,se,se
28-Oct-2003,32.927,-80.17,7.4,1.7,md,,,,,se,se605378,32:01.8,"7 km S of Centerville, South Carolina",earthquake,0.8,0.6,,,reviewed,se,se
18-Nov-2003,32.888,-80.169,3.4,1.1,md,,,,,se,se605382,32:26.5,"11 km S of Centerville, South Carolina",earthquake,0.9,1,,,reviewed,se,se
1-Dec-2003,32.939,-80.139,8.4,2.1,md,,,,,se,se605383,32:32.5,"5 km SSW of Ladson, South Carolina",earthquake,0.9,0.7,,,reviewed,se,se
2-Dec-2003,32.928,-80.149,5.4,1.3,md,,,,,se,se605384,32:38.6,"7 km SSW of Ladson, South Carolina",earthquake,0.6,0.9,,,reviewed,se,se
11-Dec-2003,33.997,-81.046,1.1,1.5,md,,,,,se,se605388,33:03.2,"1 km WSW of Columbia, South Carolina",earthquake,5.4,99,,,reviewed,se,se
22-Dec-2003,32.929,-80.162,10.2,1.8,md,,,,,se,se605390,33:15.6,"7 km S of Centerville, South Carolina",earthquake,1,0.6,,,reviewed,se,se
22-Dec-2003,32.924,-80.157,5.6,3,md,,,,,se,se605391,33:21.7,"8 km S of Centerville, South Carolina",earthquake,0.3,0.6,,,reviewed,se,se
22-Dec-2003,32.904,-80.151,6.7,1.5,md,,,,,se,se605392,33:27.8,"9 km SSW of Ladson, South Carolina",earthquake,0.6,0.4,,,reviewed,se,se
12-Jan-2004,34.452,-81.164,2.5,1.4,md,,,,,se,se605589,41:22.9,South Carolina,earthquake,2.2,19.3,,,reviewed,se,se
13-Jan-2004,33.017,-80.219,7.5,2.2,md,,,,,se,se605590,41:29.0,"4 km W of Summerville, South Carolina",earthquake,0.2,0.7,,,reviewed,se,se
2-Feb-2004,34.436,-81.396,2.8,0.3,md,,,,,se,se605593,41:47.7,"18 km SSE of Carlisle, South Carolina",earthquake,1.5,2.6,,,reviewed,se,se
12-Feb-2004,32.908,-80.157,9.1,2,md,,,,,se,se605595,42:00.0,"9 km SSW of Ladson, South Carolina",earthquake,0.9,0.5,,,reviewed,se,se
29-Feb-2004,32.936,-80.168,7.7,2,md,,,,,se,se605596,42:06.1,South Carolina,earthquake,0.7,0.7,,,reviewed,se,se
29-Mar-2004,34.451,-81.164,1.8,1.6,md,,,,,se,se605610,43:32.1,"10 km NW of Winnsboro, South Carolina",earthquake,2,29,,,reviewed,se,se
1-May-2004,32.995,-80.003,10.7,2.7,md,,,,,se,se605622,44:45.8,"3 km ENE of Goose Creek, South Carolina",earthquake,0.6,0.5,,,reviewed,se,se
8-May-2004,32.923,-80.175,5.8,1.9,md,,,,,se,se605624,44:58.2,"8 km S of Centerville, South Carolina",earthquake,0.3,0.6,,,reviewed,se,se
20-Jul-2004,32.972,-80.248,10.3,3.1,md,,,,,se,se605638,46:25.4,"7 km WSW of Centerville, South Carolina",earthquake,0.4,0.4,,,reviewed,se,se
13-Aug-2004,32.982,-80.276,7,2.2,md,,,,,se,se605639,46:31.5,"9 km W of Centerville, South Carolina",earthquake,0.4,0.5,,,reviewed,se,se
18-Aug-2004,33.023,-80.171,7.7,2.5,md,,,,,se,se605640,46:37.6,"0 km NE of Summerville, South Carolina",earthquake,0.3,0.8,,,reviewed,se,se
20-Aug-2004,32.933,-80.152,6.9,1.9,md,,,,,se,se605643,46:56.0,"7 km SW of Ladson, South Carolina",earthquake,0.3,0.7,,,reviewed,se,se
12-Oct-2004,34.342,-79.749,2,2.1,md,,,,,se,se605652,47:52.4,"11 km N of Quinby, South Carolina",earthquake,2,1.5,,,reviewed,se,se
25-Nov-2004,33.053,-80.19,12.9,2.7,md,,,,,se,se605659,48:36.2,"4 km NNW of Summerville, South Carolina",earthquake,0.5,1.2,,,reviewed,se,se
7-Dec-2004,32.92,-80.163,7,2.2,md,,,,,se,se605662,48:54.8,"8 km S of Centerville, South Carolina",earthquake,0.4,0.6,,,reviewed,se,se
10-Dec-2004,33.075,-80.172,10.3,2.4,md,,,,,se,se605663,49:00.9,"6 km NW of Sangaree, South Carolina",earthquake,1,1.3,,,reviewed,se,se
18-Feb-2005,34.118,-81.112,0.7,2.9,md,10,131.9,,,us,usp000dgf2,25:01.1,"7 km ENE of Irmo, South Carolina",earthquake,,,,,reviewed,csc,csc
19-Nov-2005,33,-80.2,5,2.6,mblg,14,257.4,,,us,usp000e4h1,27:41.3,"2 km W of Centerville, South Carolina",earthquake,,,,,reviewed,macr,us
22-Sep-2006,34.4923333,-79.692,5,3.4,mlg,14,191,,0.56,se,se606230,05:32.0,"4 km WSW of Blenheim, South Carolina",earthquake,5.9,24.6,0.134,1,reviewed,se,se
24-Sep-2006,33.372,-81.611,2.7,0.6,md,,,,,se,se606231,05:38.3,"8 km SE of New Ellenton, South Carolina",earthquake,0.4,0.5,,,reviewed,se,se
25-Sep-2006,34.5401667,-79.3748333,5,3.7,mlg,18,241,,0.21,se,se606232,07:02.0,"7 km W of Rowland, North Carolina",earthquake,4.7,33.3,0.176,3,reviewed,se,se
24-May-2007,33.864,-80.904,10,2.4,mblg,5,100,,1.27,us,usp000fcnc,32:31.4,"5 km SSW of Hopkins, South Carolina",earthquake,,,,,reviewed,us,us
16-Dec-2008,33.0881667,-80.1346667,15.39,3.6,mlg,18,117,0.04065,0.29,se,se606895,03:18.9,"5 km N of Sangaree, South Carolina",earthquake,2.8,0.9,,,reviewed,se,se
29-Jan-2009,33.0043333,-80.1928333,6.45,2.5,mlg,7,131,,0.07,se,se607119,28:03.3,"2 km SW of Summerville, South Carolina",earthquake,2.2,2.5,,,reviewed,se,se
18-Mar-2009,34.3123333,-81.2756667,0.73,2.3,md,6,170,0.03322,0.26,se,se607127,28:53.5,"5 km NNE of Jenkinsville, South Carolina",earthquake,6.5,1.3,0.004,1,reviewed,se,se
20-Mar-2009,34.305,-81.25,1.29,2.1,md,6,152,,0.12,se,se607129,29:06.0,"5 km NE of Jenkinsville, South Carolina",earthquake,8.8,9.2,0.048,1,reviewed,se,se
27-Mar-2009,33.3916667,-81.3915,1.64,2.6,md,7,156,,0.18,se,se607132,29:24.6,"1 km NW of Elko, South Carolina",earthquake,2,6.7,0.036,1,reviewed,se,se
2-Apr-2009,34.4113333,-81.3331667,4.28,1.6,md,4,192,0.1428,0.27,se,se607136,29:49.6,"16 km NNW of Jenkinsville, South Carolina",earthquake,8.9,27.6,0.004,1,reviewed,se,se
6-May-2009,33.0448333,-80.173,2.02,2.5,mlg,8,137,,0.14,se,se607148,31:05.3,"2 km N of Summerville, South Carolina",earthquake,0.7,1.7,0.743,2,reviewed,se,se
7-May-2009,34.4295,-81.3536667,6.01,1.8,md,4,196,,0.11,se,se607149,31:11.6,"18 km NNE of Pomaria, South Carolina",earthquake,6.8,8.1,0.024,1,reviewed,se,se
10-Jul-2009,32.9248333,-80.1638333,4.02,1.7,md,6,120,,0.05,se,se607173,33:42.7,"7 km S of Centerville, South Carolina",earthquake,1.5,1.7,0.48,2,reviewed,se,se
29-Aug-2009,33.033,-80.1586667,4.93,3.2,mlg,14,122,,0.17,se,se607191,35:36.2,"2 km NE of Summerville, South Carolina",earthquake,0.6,1,,,reviewed,se,se
13-Sep-2009,34.2425,-81.1981667,0.8,1.5,md,7,160,,0.25,se,se607197,36:14.1,"8 km ESE of Jenkinsville, South Carolina",earthquake,6.5,3,0.019,1,reviewed,se,se
14-Sep-2009,34.2276667,-81.0843333,0.06,1.9,md,4,200,,0.25,se,se607198,36:20.3,"10 km W of Blythewood, South Carolina",earthquake,5.5,0.7,0.102,1,reviewed,se,se
12-May-2010,32.9291667,-80.1335,1.26,2.8,mlg,17,112,,0.21,se,se608199,26:58.2,"6 km SSW of Ladson, South Carolina",earthquake,0.4,0.9,,,reviewed,se,se
6-Jun-2010,34.9965,-82.9023333,0.02,1.9,md,18,142,,0.23,se,se608204,57:41.7,"13 km NNE of Salem, South Carolina",earthquake,1.3,2.3,0.247,2,reviewed,se,se
28-Oct-2010,34.9128333,-81.7843333,2.98,2.5,md,6,143,,0.23,se,se608225,59:55.3,"2 km NW of Pacolet, South Carolina",earthquake,3.3,4,0.002,1,reviewed,se,se
25-Feb-2011,32.9335,-80.1355,0.8,1.5,md,10,102,,0.2,se,se609175,55:32.9,"6 km SSW of Ladson, South Carolina",earthquake,0.8,1.8,0.938,3,reviewed,se,se
24-Jun-2011,34.3448333,-80.6053333,0.71,2.3,mlg,13,138,,0.24,se,se609199,58:05.5,"10 km N of Camden, South Carolina",earthquake,1.8,0.6,0.39,3,reviewed,se,se
8-Aug-2011,34.612,-82.1163333,0.06,2.3,md,8,83,,0.24,se,se609209,59:08.7,South Carolina,earthquake,3.9,13.9,0.048,1,reviewed,se,se
11-Oct-2011,33.395,-81.4648333,9.98,2.1,md,8,140,,0.13,se,se609266,05:12.4,"4 km WSW of Williston, South Carolina",earthquake,2.3,3.6,0.153,2,reviewed,se,se
15-Oct-2011,32.999,-80.2196667,8.05,2.5,md,7,140,0.09379,0.12,se,se609269,05:31.4,"4 km W of Centerville, South Carolina",earthquake,1.2,2.3,0.431,2,reviewed,se,se
7-Dec-2011,32.9421667,-80.1321667,3.19,2.2,md,4,188,,0.04,se,se609298,08:35.4,"5 km SSW of Ladson, South Carolina",earthquake,1.66,2.75,0.009,1,reviewed,se,se
13-Dec-2011,34.4285,-81.3895,3.87,1.8,md,7,140,,0.4,se,se609303,09:07.2,"17 km N of Pomaria, South Carolina",earthquake,2.8,8.1,0.01,1,reviewed,se,se
21-Dec-2011,32.9406667,-80.2198333,12.33,2.6,mlg,16,143,,0.16,se,se609308,09:38.8,"7 km SW of Centerville, South Carolina",earthquake,0.9,0.8,,,reviewed,se,se
2-Jan-2012,32.9361667,-80.1715,6.45,1.4,md,10,156,,0.1,se,se609640,51:50.4,"6 km S of Centerville, South Carolina",earthquake,5.2,6.1,0.02,1,reviewed,se,se
4-Jan-2012,32.9658333,-80.1811667,4.94,2.6,md,10,98,,0.1,se,se609641,51:56.6,"3 km SSW of Centerville, South Carolina",earthquake,0.6,1.1,0.021,1,reviewed,se,se
9-Jan-2012,32.9486667,-80.1651667,6.13,1.5,md,4,146,,0.08,se,se609645,52:22.0,"5 km S of Centerville, South Carolina",earthquake,6.7,4.5,0.586,2,reviewed,se,se
26-Jan-2012,34.1031667,-81.123,0.05,2,md,10,100,,0.3,se,se609652,53:06.5,"5 km ENE of Irmo, South Carolina",earthquake,2.6,12,0.004,1,reviewed,se,se
6-Feb-2012,32.9695,-80.1505,4.61,1.6,md,8,85,,0.14,se,se609655,53:25.5,"3 km SSE of Centerville, South Carolina",earthquake,1.2,2.3,0.861,2,reviewed,se,se
22-Mar-2012,32.9513333,-80.1605,4.53,2.3,md,8,113,,0.49,se,se609673,55:19.8,"5 km S of Centerville, South Carolina",earthquake,1.3,2.8,0.513,2,reviewed,se,se
21-May-2012,32.9381667,-80.1606667,4.26,1.9,md,6,133,0.04148,0.15,se,se609686,56:42.2,"6 km S of Centerville, South Carolina",earthquake,1.8,5.3,0.5,2,reviewed,se,se
7-Jun-2012,34.29,-82.1418333,0.07,1.9,md,13,78,,0.15,se,se609696,57:45.5,"5 km NW of Coronaca, South Carolina",earthquake,1.9,6.4,0.102,2,reviewed,se,se
30-Jun-2012,34.2965,-82.2956667,2.73,2.4,md,11,155,,0.14,se,se609707,59:01.5,"4 km WNW of Hodges, South Carolina",earthquake,2.2,4.4,0.263,2,reviewed,se,se
24-Jul-2012,34.9183333,-81.781,2.56,2,md,10,87,,0.08,se,se609714,50:47.9,"2 km NW of Pacolet, South Carolina",earthquake,2.9,1.7,0.055,2,reviewed,se,se
29-Jul-2012,34.7865,-79.8575,14.19,2.5,md,11,267,,0.46,se,se609715,59:52.2,"7 km NNW of Wallace, South Carolina",earthquake,4.4,5.6,0.082,2,reviewed,se,se
31-Jul-2012,32.947,-80.1621667,8.21,2.8,mlg,8,77,,0.25,se,se609716,59:58.5,"5 km S of Centerville, South Carolina",earthquake,0.7,1.5,0.047,1,reviewed,se,se
8-Dec-2012,34.8195,-82.9271667,7.66,2,md,8,107,0.1731,0.16,se,se609749,03:28.4,"9 km SSE of Salem, South Carolina",earthquake,1.9,6.5,0.044,1,reviewed,se,se
29-Jan-2013,32.9318333,-80.1658333,7.57,1.4,md,3,169,0.03391,0.01,se,se610153,06:04.0,"7 km S of Centerville, South Carolina",earthquake,4.7,5.4,0.653,2,reviewed,se,se
5-Feb-2013,34.7883333,-80.98,13.44,2,md,9,152,,0.33,se,se610155,06:16.7,"8 km NNE of Richburg, South Carolina",earthquake,2.1,3.4,0.013,2,reviewed,se,se
22-Feb-2013,32.9508333,-80.1651667,6.83,2.2,md,6,147,0.04955,0.14,se,se610156,06:23.0,"5 km S of Centerville, South Carolina",earthquake,1.1,2.4,0.835,2,reviewed,se,se
3-Mar-2013,32.918,-80.1431667,8.3,1.5,md,5,95,0.044,0.09,se,se610157,06:29.2,"8 km SSW of Ladson, South Carolina",earthquake,1.7,3.1,0.752,2,reviewed,se,se
3-Mar-2013,32.9806667,-80.1828333,10.6,1.4,md,5,259,0.07358,0.08,se,se610158,06:35.4,"2 km SW of Centerville, South Carolina",earthquake,2.1,3.7,0.598,2,reviewed,se,se
28-Mar-2013,32.945,-80.1538333,5.59,1.4,md,4,131,0.05039,0.1,se,se610162,07:00.8,"5 km SSE of Centerville, South Carolina",earthquake,6.6,4.8,0.752,2,reviewed,se,se
26-Jul-2013,34.3576667,-82.5565,3.78,1.9,md,8,158,0.2419,0.42,se,se610201,11:08.2,"6 km NNW of Antreville, South Carolina",earthquake,1.3,4,0.038,2,reviewed,se,se
29-Jul-2013,32.9565,-80.1553333,2.66,2.1,md,5,139,0.0587,0.14,se,se610202,11:14.4,"4 km SSE of Centerville, South Carolina",earthquake,1.1,4.2,0.893,2,reviewed,se,se
23-Aug-2013,32.9323333,-80.1695,4.89,2,md,5,138,0.03221,0.08,se,se610208,11:52.4,"7 km S of Centerville, South Carolina",earthquake,2,2.9,0.522,2,reviewed,se,se
25-Aug-2013,32.932,-80.1685,4.45,1.1,md,4,136,0.03251,0.01,se,se610209,11:58.6,"7 km S of Centerville, South Carolina",earthquake,2.8,3.5,0.837,2,reviewed,se,se
29-Aug-2013,34.2141667,-82.6166667,7.14,2,md,9,95,0.2972,0.48,se,se610212,12:17.6,"3 km E of Lowndesville, South Carolina",earthquake,1.4,7.1,0.098,2,reviewed,se,se
7-Sep-2013,32.9371667,-80.1373333,0.85,2.3,md,9,79,,0.27,se,se610217,12:49.0,"5 km SSW of Ladson, South Carolina",earthquake,1.3,2.8,0.52,2,reviewed,se,se
15-Sep-2013,32.9885,-80.1628333,5.67,2.3,md,9,50,,0.19,se,se610218,12:55.3,"1 km SE of Centerville, South Carolina",earthquake,1.1,1.8,0.502,3,reviewed,se,se
19-Sep-2013,32.9983333,-80.265,11.44,2.5,md,11,77,,0.17,se,se610220,13:07.9,"8 km WSW of Summerville, South Carolina",earthquake,0.8,1.5,0.582,3,reviewed,se,se
20-Sep-2013,32.943,-80.1505,3.38,2.2,md,7,82,0.0509,0.2,se,se610221,13:14.2,"6 km SW of Ladson, South Carolina",earthquake,1,2.9,0.664,2,reviewed,se,se
3-Nov-2013,32.9361667,-80.1478333,4.48,1.9,md,4,139,0.04821,0.12,se,se610232,14:23.5,"6 km SSW of Ladson, South Carolina",earthquake,1.8,4.6,0.592,2,reviewed,se,se
18-Nov-2013,32.9298333,-80.1375,4.14,1.7,md,4,149,0.05247,0.01,se,se610236,14:48.6,"6 km SSW of Ladson, South Carolina",earthquake,1.9,5.4,0.817,2,reviewed,se,se
18-Dec-2013,34.1513333,-82.398,5.43,1.6,md,5,143,0.1405,0.17,se,se610247,15:57.8,"2 km NE of Sharon, South Carolina",earthquake,1.6,3.6,0.038,3,reviewed,se,se
9-Jan-2014,32.9808333,-80.2235,2.43,2.2,md,6,115,0.07725,0.2,se,se610608,14:08.9,"5 km WSW of Centerville, South Carolina",earthquake,1.3,2.7,0.626,2,reviewed,se,se
15-Feb-2014,33.8166667,-82.092,5.18,4.1,mw,21,110,0.2289,0.38,se,se610610,36:43.3,"12 km ENE of Parksville, South Carolina",earthquake,0.6,0.8,0.765,11,reviewed,se,se
16-Feb-2014,33.8301667,-82.0656667,6.99,3,mw,20,109,0.2032,0.38,se,se610611,14:28.1,"13 km WNW of Edgefield, South Carolina",earthquake,0.6,1,0.457,10,reviewed,se,se
19-Mar-2014,32.9978333,-80.1778333,6.91,3,mlg,15,57,0.08998,0.37,se,se610620,15:25.4,"0 km WNW of Centerville, South Carolina",earthquake,0.5,0.8,0.432,8,reviewed,se,se
23-Jun-2014,33.033,-80.1921667,10.07,1.8,md,4,189,0.07448,0.05,se,se610637,17:13.6,"2 km NW of Summerville, South Carolina",earthquake,1.5,3.3,0.78,2,reviewed,se,se
27-Jul-2014,32.9408333,-80.1316667,5.11,1.9,md,5,190,0.06206,0.05,se,se610643,17:51.3,"5 km SSW of Ladson, South Carolina",earthquake,2,0.9,0.708,3,reviewed,se,se
19-Sep-2014,33.4475,-81.7176667,5.65,2.6,md,18,92,0.1254,0.19,se,se610659,19:33.6,"4 km NW of New Ellenton, South Carolina",earthquake,1.3,1.5,0.102,11,reviewed,se,se
30-Oct-2014,32.9333333,-80.1708333,6.12,1.8,md,4,160,0.0323,0.12,se,se610667,20:25.0,"6 km S of Centerville, South Carolina",earthquake,3.9,2.3,0.853,2,reviewed,se,se
30-Oct-2014,32.9403333,-80.177,6.12,2.2,md,6,121,0.03573,0.1,se,se610668,20:31.2,"6 km S of Centerville, South Carolina",earthquake,2.1,1.1,0.676,2,reviewed,se,se
30-Mar-2015,33.3206667,-81.3281667,0.67,2.45,md,21,56,,0.37,se,se60073077,17:05.1,"6 km SW of Blackville, South Carolina",earthquake,0.84,0.24,0.147,12,reviewed,se,se
22-May-2015,33.0473333,-80.188,5.93,1.6,md,9,72,,0.1,se,se60008208,19:14.1,"3 km NNW of Summerville, South Carolina",earthquake,0.29,0.61,0.561,7,reviewed,se,se
20-Jul-2015,32.9386667,-80.1486667,2.57,1.17,md,3,171,0.04918,0,se,se60010708,21:53.7,"6 km SW of Ladson, South Carolina",earthquake,0.9,4.3,0.119,3,reviewed,se,se
12-Aug-2015,32.9486667,-80.1611667,6.18,1.18,md,4,151,0.04948,0.11,se,se60011608,22:25.8,"5 km S of Centerville, South Carolina",earthquake,0.44,1.98,0.01,2,reviewed,se,se
24-Aug-2015,33.0166667,-80.163,4.29,2.08,md,11,84,,0.23,se,se60012108,22:51.4,"1 km E of Summerville, South Carolina",earthquake,0.44,0.98,0.07,7,reviewed,se,se
4-Sep-2015,34.9351667,-82.8866667,4.45,2.02,md,6,151,0.06854,0.17,se,se60012508,23:04.1,"9 km ENE of Salem, South Carolina",earthquake,0.96,1.2,0.044,4,reviewed,se,se
2-Oct-2015,32.9436667,-80.1673333,1.18,0.97,md,3,151,0.04247,0.01,se,se60013408,24:13.3,"5 km S of Centerville, South Carolina",earthquake,1.55,7.86,0.242,3,reviewed,se,se
2-Oct-2015,32.9438333,-80.1676667,0.82,0.94,md,3,151,0.04247,0.01,se,se60013413,24:19.5,"5 km S of Centerville, South Carolina",earthquake,1.25,7.98,0.126,3,reviewed,se,se
18-Nov-2015,32.9341667,-80.1811667,4.27,1.21,md,4,202,0.02871,0.02,se,se60020103,25:37.1,"6 km S of Centerville, South Carolina",earthquake,1.72,1.18,0.022,4,reviewed,se,se
28-Nov-2015,33.2896667,-79.744,5.95,2.48,md,11,166,,0.2,se,se60020403,25:49.9,"4 km W of Jamestown, South Carolina",earthquake,0.88,0.99,0.178,14,reviewed,se,se
3-Dec-2015,32.9295,-80.1513333,1.33,0.99,md,4,190,0.04205,0.05,se,se60020703,26:09.2,"7 km SSW of Ladson, South Carolina",earthquake,0.44,31.61,0.051,2,reviewed,se,se
5-Dec-2015,33.0043333,-80.17,5.12,1.32,md,5,104,0.08453,0.03,se,se60020803,26:15.4,"0 km N of Centerville, South Carolina",earthquake,0.38,1.27,0.121,4,reviewed,se,se
8-Feb-2016,32.9361667,-80.145,0.72,1.87,md,8,186,0.05015,0.15,se,se60023208,45:39.4,"6 km SSW of Ladson, South Carolina",earthquake,0.52,0.12,0.413,4,reviewed,se,se
14-May-2016,32.9578333,-80.17,2.47,1.84,md,8,133,0.05411,0.11,se,se60026503,30:44.9,South Carolina,earthquake,0.39,0.84,0.236,3,reviewed,se,se
7-Jun-2016,33.0436667,-80.1855,6.41,1.82,md,7,104,0.06319,0.01,se,se60027103,51:07.3,"2 km NNW of Summerville, South Carolina",earthquake,0.44,1.55,0.379,4,reviewed,se,se
17-Jul-2016,32.9446667,-80.17,1.99,1.06,md,3,147,0.04221,0.02,se,se60028303,28:27.7,"5 km S of Centerville, South Carolina",earthquake,0.47,5.49,,1,reviewed,se,se
21-Jul-2016,34.845,-82.9091667,0.91,1.91,md,7,247,0.1488,0.22,se,se60028603,27:52.0,"7 km SE of Salem, South Carolina",earthquake,1.55,4.15,0.032,3,reviewed,se,se
25-Sep-2016,32.509,-80.379,6.89,1.88,md,8,199,0.4269,0.45,se,se60030003,07:12.0,"5 km NW of Edisto Beach, South Carolina",earthquake,3.63,3.96,0.201,4,reviewed,se,se
30-Sep-2016,32.9348333,-80.1313333,6.26,1.69,md,4,200,0.05932,0.03,se,se60030108,56:35.9,"5 km SSW of Ladson, South Carolina",earthquake,1.13,0.56,0.431,2,reviewed,se,se
