time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontal,depthError,magError,magNst,status,locationSo,magSource
1-Oct-2016,32.9381667,-80.1425,3.98,1.94,md,5,187,0.05301,0.14,se,se60030203,21:28.9,"6 km SSW of Ladson, South Carolina",earthquake,0.51,1.45,0.24,3,reviewed,se,se
31-Oct-2016,32.9535,-80.1578333,4.26,0.85,md,3,149,0.05504,0.02,se,se60031303,01:38.1,"4 km SSE of Centerville, South Carolina",earthquake,0.58,2.97,0.014,2,reviewed,se,se
4-Nov-2016,32.9578333,-80.162,3.2,0.68,md,3,140,0.05696,0.01,se,se60031618,53:50.8,"4 km S of Centerville, South Carolina",earthquake,1.26,6.03,,1,reviewed,se,se
8-Dec-2016,32.941,-80.1285,1.94,1.36,md,7,195,0.06441,0.16,se,se60032203,17:25.3,"5 km SSW of Ladson, South Carolina",earthquake,0.68,3.98,0.236,6,reviewed,se,se
16-Feb-2017,34.4558333,-80.8828333,0.82,1.13,md,5,149,0.3568,0.19,se,se60034213,56:53.3,"13 km S of Great Falls, South Carolina",earthquake,2.17,1.47,0.213,2,reviewed,se,se
16-Feb-2017,34.4588333,-80.8698333,2.86,1.72,md,8,76,0.3676,0.34,se,se60034203,05:29.8,"13 km SSE of Great Falls, South Carolina",earthquake,1.29,4.09,0.183,6,reviewed,se,se
21-Mar-2017,32.9405,-80.1656667,0.79,1.37,md,8,89,0.0917,0.19,se,se60035508,46:52.0,"6 km S of Centerville, South Carolina",earthquake,0.53,3.02,0.311,7,reviewed,se,se
25-Apr-2017,33.0121667,-80.1776667,4.14,0.94,md,5,106,0.09265,0.04,se,se60037108,56:46.5,"0 km SSW of Summerville, South Carolina",earthquake,0.35,2.77,0.329,5,reviewed,se,se
3-May-2017,34.3145,-81.314,5.03,1.64,md,8,75,0.05557,0.29,se,se60037403,56:21.5,"5 km NNW of Jenkinsville, South Carolina",earthquake,1.22,1.43,0.079,5,reviewed,se,se
18-May-2017,34.7586667,-80.3356667,1.57,2.16,md,12,68,0.1536,0.26,se,se60037903,11:20.5,"5 km ESE of Pageland, South Carolina",earthquake,0.67,4.72,0.083,11,reviewed,se,se
30-May-2017,32.9646667,-80.1611667,1.98,0.48,md,3,133,0.06335,0.1,se,se60038403,49:57.2,"3 km SSE of Centerville, South Carolina",earthquake,0.96,9.33,0.155,2,reviewed,se,se
8-Aug-2017,34.9555,-82.9545,0.48,1.66,md,3,300,0.04184,0.04,se,se60042308,17:44.5,"7 km NNE of Salem, South Carolina",earthquake,2.75,8.41,0.02,3,reviewed,se,se
25-Aug-2017,33.0258333,-80.1733333,3.99,2.43,md,8,97,0.08073,0.16,se,se60043618,31:05.7,"0 km NNE of Summerville, South Carolina",earthquake,0.49,2.25,0.215,9,reviewed,se,se
2-Oct-2017,34.9895,-82.8946667,0.16,1.9,md,7,215,0.03061,0.32,se,se60045313,24:01.4,"13 km NE of Salem, South Carolina",earthquake,1.77,6.12,0.032,4,reviewed,se,se
24-Nov-2017,34.6883333,-80.4478333,2.5,2.37,md,12,79,0.04467,0.25,se,se60047513,01:13.0,"6 km NW of Jefferson, South Carolina",earthquake,1.02,1.41,0.156,9,reviewed,se,se
2-Dec-2017,34.3043333,-81.1946667,4.05,2.42,md,12,88,0.05832,0.25,se,se60048213,51:50.5,"9 km ENE of Jenkinsville, South Carolina",earthquake,0.97,1.22,0.053,9,reviewed,se,se
20-Dec-2017,34.7941667,-80.4993333,2.41,2.22,md,9,193,0.152,0.14,se,se60049113,58:24.0,"10 km WNW of Pageland, South Carolina",earthquake,1.28,3.08,0.097,5,reviewed,se,se
17-Feb-2018,34.7255,-81.5501667,2.5,2.31,md,14,57,0.2375,0.21,se,se60052523,38:05.4,"3 km ENE of Monarch Mill, South Carolina",earthquake,0.48,16.74,0.111,9,reviewed,se,se
2-Mar-2018,32.955,-80.1666667,6.84,2.41,md,10,74,0.05266,0.08,se,se60053223,06:09.0,"4 km S of Centerville, South Carolina",earthquake,0.34,0.73,0.218,7,reviewed,se,se
6-Apr-2018,34.7095,-80.268,4.26,1.95,md,6,162,0.172,0.2,se,se60055023,11:30.0,South Carolina,earthquake,1.64,2.9,0.109,4,reviewed,se,se
18-Jun-2018,34.9868333,-82.9148333,0.07,2.17,md,7,216,0.01516,0.13,se,se60058023,38:38.7,"12 km NNE of Salem, South Carolina",earthquake,1.79,2.85,0.072,6,reviewed,se,se
13-Sep-2018,33.9026667,-82.2683333,0.08,2.57,md,19,52,0.3281,0.13,se,se60064123,46:19.3,"2 km ESE of McCormick, South Carolina",earthquake,0.36,1.74,0.063,12,reviewed,se,se
22-Sep-2018,33.2826667,-81.0173333,6.23,2.11,md,9,98,0.5022,0.33,se,se60064723,52:02.0,"2 km SE of Bamberg, South Carolina",earthquake,1.14,4.05,0.192,8,reviewed,se,se
2-Nov-2018,33.0001667,-80.214,5.88,2.22,md,7,119,0.08251,0.38,se,se60068123,39:15.2,"4 km W of Centerville, South Carolina",earthquake,1.19,1.44,0.013,5,reviewed,se,se
2-Nov-2018,33.024,-80.1623333,4.36,2.16,md,6,167,0.08349,0.24,se,se60068128,29:44.0,"1 km ENE of Summerville, South Carolina",earthquake,1.39,2.15,0.244,6,reviewed,se,se
24-Jan-2019,34.3205,-81.3133333,4.4,2.51,md,13,69,0.05886,0.31,se,se60252811,14:33.0,"6 km NNW of Jenkinsville, South Carolina",earthquake,1,1.41,0.097,8,reviewed,se,se
27-May-2019,33.8616667,-82.3751667,3.34,1.96,md,4,129,0.3814,0.2,se,se60084123,06:44.4,"9 km SW of McCormick, South Carolina",earthquake,1.45,7.16,0.008,4,reviewed,se,se
10-Jul-2019,34.315,-81.1695,1.14,1.44,md,5,142,0.08166,0.29,se,se60086023,46:31.6,"9 km SW of Winnsboro Mills, South Carolina",earthquake,2.79,4.15,0.061,4,reviewed,se,se
17-Jul-2019,34.129,-81.1346667,5.58,2.16,md,17,69,0.1843,0.35,se,se60086323,37:07.0,"6 km NE of Irmo, South Carolina",earthquake,1.2,2.36,0.068,11,reviewed,se,se
20-Aug-2019,34.2325,-82.0823333,5.67,2.02,md,7,80,0.146,0.17,se,se60087723,02:39.8,"3 km SSE of Coronaca, South Carolina",earthquake,0.68,1.6,0.029,5,reviewed,se,se
16-Sep-2019,33.8506667,-82.1341667,5.66,2.38,md,14,133,0.3937,0.27,se,se60089623,31:10.0,"10 km NE of Parksville, South Carolina",earthquake,1.08,4.87,0.093,10,reviewed,se,se
7-Nov-2019,33.9671667,-81.0511667,1.17,1.98,md,10,75,0.3583,0.48,se,se60093723,21:47.0,"2 km E of Cayce, South Carolina",earthquake,1.02,3.64,0.062,6,reviewed,se,se
14-Dec-2019,34.0185,-81.0113333,0.71,2.21,md,16,70,0.3338,0.35,se,se60096623,27:02.0,"1 km W of Forest Acres, South Carolina",earthquake,1.01,0.42,0.121,11,reviewed,se,se
3-Jan-2020,33.9628333,-81.0321667,3.34,1.77,md,5,135,0.3699,0.15,se,se60097523,04:31.9,"3 km E of Cayce, South Carolina",earthquake,0.66,1.8,0.045,4,reviewed,se,se
15-Jan-2020,34.522,-80.4985,8.7,2.27,md,12,74,0.1264,0.44,se,se60098323,04:13.3,"8 km ESE of Kershaw, South Carolina",earthquake,1.13,1.73,0.151,10,reviewed,se,se
16-Mar-2020,32.9823333,-80.2133333,4.59,2.36,md,13,80,0.08664,0.19,se,se60102323,38:34.5,"4 km WSW of Centerville, South Carolina",earthquake,0.35,0.88,0.341,12,reviewed,se,se
6-Apr-2020,34.7958333,-81.0143333,0.87,2.32,md,15,73,0.4335,0.19,se,se60286367,10:55.1,"8 km N of Richburg, South Carolina",earthquake,0.54,2.72,0.053,12,reviewed,se,se
2-May-2020,34.3118333,-81.3108333,1.79,2.02,md,9,70,0.05189,0.31,se,se60105023,57:12.0,"5 km NNW of Jenkinsville, South Carolina",earthquake,1.41,3.6,0.022,6,reviewed,se,se
25-Jun-2020,32.9595,-81.5051667,1.33,2,md,7,194,0.409,0.21,se,se60108228,36:58.3,"16 km ENE of Hiltonia, Georgia",earthquake,1.63,2.47,0.037,6,reviewed,se,se
25-Jul-2020,34.4258333,-80.4843333,2.87,2.22,md,15,85,0.2194,0.45,se,se60110623,32:22.0,"12 km W of Bethune, South Carolina",earthquake,0.71,1.92,0.187,13,reviewed,se,se
21-Aug-2020,34.936,-80.9375,0.04,1.96,md,7,137,0.3843,0.19,se,se60306937,06:14.0,"5 km NNE of Lesslie, South Carolina",earthquake,1.31,5.09,0.091,7,reviewed,se,se
14-Nov-2020,33.0943333,-80.1996667,5.33,1.95,md,12,80,0.02211,0.08,se,se60117228,29:32.0,"8 km NNW of Summerville, South Carolina",earthquake,0.53,0.8,0.19,10,reviewed,se,se
14-Nov-2020,32.945,-80.1668333,1.54,1.48,md,7,142,0.05158,0.16,se,se60117328,22:30.5,"5 km S of Centerville, South Carolina",earthquake,0.41,2.36,0.469,6,reviewed,se,se
12-Dec-2020,34.0148333,-81.0203333,0.73,2.37,md,20,71,0.3321,0.44,se,se60118823,11:25.0,"2 km NE of Columbia, South Carolina",earthquake,0.92,0.23,0.207,19,reviewed,se,se
18-Jan-2021,34.0311667,-80.3835,6.9,2.05,md,10,68,0.01562,0.46,se,se60120523,05:16.0,"4 km ENE of Dalzell, South Carolina",earthquake,0.95,1.28,0.014,5,reviewed,se,se
14-Feb-2021,33.0251667,-80.161,5.05,2.11,md,10,135,0.08253,0.15,se,se60122433,00:15.6,"1 km ENE of Summerville, South Carolina",earthquake,0.6,0.8,0.094,9,reviewed,se,se
12-May-2021,34.4735,-80.7223333,9.99,1.77,md,6,156,0.275,0.33,se,se60127623,54:54.6,"13 km SSW of Heath Springs, South Carolina",earthquake,1.71,7.27,0.064,6,reviewed,se,se
31-May-2021,33.8921667,-81.4483333,1.69,2.57,md,16,102,0.419,0.37,se,se60128728,19:01.8,"4 km SW of Summit, South Carolina",earthquake,0.64,2.35,0.118,13,reviewed,se,se
31-May-2021,33.8818333,-81.4386667,5.1,1.99,md,5,150,0.4257,0.24,se,se60128823,06:46.0,"5 km SSW of Summit, South Carolina",earthquake,0.94,5.68,0.117,5,reviewed,se,se
17-Jul-2021,32.9368333,-80.148,3.97,1.95,md,9,170,0.01624,0.12,se,se60131223,51:17.3,"6 km SSW of Ladson, South Carolina",earthquake,0.41,0.41,0.306,8,reviewed,se,se
22-Jul-2021,32.9551667,-80.1373333,3.54,1.31,md,5,106,0.009505,0.18,se,se60131728,47:28.6,"4 km SW of Ladson, South Carolina",earthquake,1.62,1,0.318,3,reviewed,se,se
22-Jul-2021,32.9413333,-80.12,3.74,1.09,md,6,193,0.01173,0.15,se,se60131733,14:13.1,"5 km S of Ladson, South Carolina",earthquake,0.77,0.67,0.439,4,reviewed,se,se
21-Aug-2021,32.9625,-80.178,1.97,1.75,md,6,99,0.04143,0.12,se,se60132828,57:02.0,"3 km S of Centerville, South Carolina",earthquake,0.33,1.75,0.253,4,reviewed,se,se
26-Aug-2021,32.9418333,-80.1746667,3.37,1.71,md,7,116,0.03577,0.27,se,se60133323,57:02.0,"5 km S of Centerville, South Carolina",earthquake,0.64,1.44,0.553,4,reviewed,se,se
27-Sep-2021,33.0441667,-80.1621667,5.79,2.82,md,16,92,0.09513,0.19,se,se60370861,54:14.4,"3 km NNE of Summerville, South Carolina",earthquake,0.37,0.72,0.168,14,reviewed,se,se
27-Sep-2021,33.0408333,-80.167,5.13,1.96,md,9,98,0.09309,0.04,se,se60135243,29:59.0,"2 km NNE of Summerville, South Carolina",earthquake,0.53,1.68,0.127,8,reviewed,se,se
27-Sep-2021,32.944,-80.154,6.75,3.27,md,17,83,0.01826,0.13,se,se60370971,46:53.0,South Carolina,earthquake,0.24,0.26,0.205,22,reviewed,se,se
25-Oct-2021,34.3466667,-81.2978333,3.8,2.16,md,14,68,0.07201,0.22,se,se60361207,42:30.0,"8 km N of Jenkinsville, South Carolina",earthquake,0.44,1.05,0.052,11,reviewed,se,se
26-Oct-2021,34.3191667,-81.2358333,0.03,1.77,md,8,86,0.04217,0.41,se,se60137043,59:52.8,"7 km NE of Jenkinsville, South Carolina",earthquake,1.86,0.6,0.121,7,reviewed,se,se
28-Oct-2021,34.3561667,-81.2875,1.81,1.84,md,10,67,0.07768,0.21,se,se60137143,43:49.0,"9 km N of Jenkinsville, South Carolina",earthquake,1.63,3.9,0.099,7,reviewed,se,se
28-Oct-2021,34.3561667,-81.2785,0.04,1.73,md,7,101,0.0758,0.37,se,se60137148,43:49.0,"9 km N of Jenkinsville, South Carolina",earthquake,1.9,17.71,0.064,6,reviewed,se,se
28-Oct-2021,34.3318333,-81.2556667,4.16,2.07,md,8,117,0.05002,0.2,se,se60137243,43:36.0,"7 km NNE of Jenkinsville, South Carolina",earthquake,1.9,1.17,0.036,6,reviewed,se,se
31-Oct-2021,34.3396667,-81.2988333,0.05,2.26,md,14,68,0.06621,0.29,se,se60361842,58:46.0,"8 km N of Jenkinsville, South Carolina",earthquake,0.9,3.22,0.115,12,reviewed,se,se
1-Nov-2021,34.3138333,-81.2473333,5.13,2,md,6,136,0.03354,0.06,se,se60137448,58:50.0,"6 km NE of Jenkinsville, South Carolina",earthquake,0.74,0.42,0.015,4,reviewed,se,se
9-Nov-2021,32.9646667,-80.1698333,3.78,1.5,md,7,167,0.03622,0.1,se,se60138248,51:32.0,"3 km S of Centerville, South Carolina",earthquake,0.71,1.93,0.507,6,reviewed,se,se
16-Nov-2021,34.8195,-82.6708333,5.41,2.2,md,10,80,0.6782,0.34,se,se60138548,51:56.0,"3 km SW of Arial, South Carolina",earthquake,0.99,6.26,0.077,8,reviewed,se,se
20-Dec-2021,32.9491667,-80.1355,2.75,1.13,md,7,87,0.00363,0.07,se,se60140748,04:59.4,"4 km SSW of Ladson, South Carolina",earthquake,0.43,0.4,0.156,5,reviewed,se,se
27-Dec-2021,34.1823333,-80.7196667,3.07,3.3,mlg,21,62,0.3184,0.4,se,se60377836,16:37.2,"5 km SSW of Lugoff, South Carolina",earthquake,0.64,1.4,,0,reviewed,se,se
27-Dec-2021,34.175,-80.716,1.33,2.57,md,18,62,0.312,0.44,se,se60141143,10:46.0,"6 km SSW of Lugoff, South Carolina",earthquake,0.76,2.37,0.065,13,reviewed,se,se
27-Dec-2021,34.155,-80.729,0.74,2.3,md,16,64,0.3121,0.44,se,se60141243,10:46.0,"6 km ESE of Elgin, South Carolina",earthquake,1.01,0.26,0.133,8,reviewed,se,se
28-Dec-2021,34.1908333,-80.7005,2.67,1.74,md,10,61,0.3095,0.41,se,se60141343,10:46.0,"4 km SSW of Lugoff, South Carolina",earthquake,1.59,2.74,0.181,8,reviewed,se,se
29-Dec-2021,34.1696667,-80.7236667,1.57,2.29,md,15,62,0.3149,0.44,se,se60141443,10:51.0,"6 km E of Elgin, South Carolina",earthquake,0.98,2.68,0.126,13,reviewed,se,se
30-Dec-2021,34.1685,-80.7225,2.51,2.51,md,15,62,0.3135,0.37,se,se60377991,34:24.5,"6 km E of Elgin, South Carolina",earthquake,0.73,2.16,0.156,14,reviewed,se,se
30-Dec-2021,34.148,-80.7315,3.78,2.41,md,11,64,0.311,0.23,se,se60141643,50:34.9,"6 km ESE of Elgin, South Carolina",earthquake,0.92,1.62,0.114,9,reviewed,se,se
3-Jan-2022,34.177,-80.701,2.05,2.53,md,17,54,0.03984,0.42,se,se60141843,55:45.9,"5 km S of Lugoff, South Carolina",earthquake,0.8,1.57,0.153,14,reviewed,se,se
5-Jan-2022,34.185,-80.7263333,0.46,2.57,md,16,62,0.0543,0.49,se,se60378391,09:11.8,"5 km SW of Lugoff, South Carolina",earthquake,1.36,0.53,0.098,10,reviewed,se,se
5-Jan-2022,34.1668333,-80.7143333,6.96,1.53,md,4,135,0.03362,0.23,se,se60142143,48:53.2,"7 km SSW of Lugoff, South Carolina",earthquake,3.22,0.9,0.121,3,reviewed,se,se
9-Jan-2022,32.9428333,-80.1785,2.87,1.35,md,5,109,0.03886,0.17,se,se60142543,33:31.3,"5 km S of Centerville, South Carolina",earthquake,0.98,2.91,0.181,4,reviewed,se,se
11-Jan-2022,34.168,-80.7348333,5.39,1.66,md,4,192,0.04525,0,se,se60142648,08:51.6,"5 km E of Elgin, South Carolina",earthquake,1.39,0.73,0.039,3,reviewed,se,se
11-Jan-2022,34.1796667,-80.6978333,3.2,1.97,md,9,84,0.04223,0.27,se,se60142643,55:51.5,"5 km S of Lugoff, South Carolina",earthquake,1.04,1.76,0.08,5,reviewed,se,se
12-Jan-2022,34.1378333,-80.7268333,6.45,1.74,md,6,111,0.0268,0.2,se,se60142743,23:13.6,"7 km ESE of Elgin, South Carolina",earthquake,1.4,0.79,0.073,3,reviewed,se,se
15-Jan-2022,34.1268333,-80.7251667,3.53,1.79,md,7,114,0.02752,0.2,se,se60142943,22:43.9,"8 km SE of Elgin, South Carolina",earthquake,1.38,1.46,0.055,5,reviewed,se,se
20-Jan-2022,34.1523333,-80.7205,4.77,1.91,md,9,97,0.02618,0.21,se,se60143343,33:49.3,"7 km ESE of Elgin, South Carolina",earthquake,0.82,0.84,0.048,7,reviewed,se,se
21-Jan-2022,34.1261667,-80.7311667,4.84,1.94,md,11,65,0.0324,0.25,se,se60143643,40:28.0,"7 km SE of Elgin, South Carolina",earthquake,0.77,0.68,0.062,7,reviewed,se,se
27-Jan-2022,34.1653333,-80.7085,1.04,2.13,md,16,63,0.03016,0.43,se,se60144443,22:57.7,"7 km SSW of Lugoff, South Carolina",earthquake,0.92,1.98,0.054,12,reviewed,se,se
2-Feb-2022,34.1493333,-80.718,3.88,1.49,md,5,112,0.02281,0.26,se,se60144943,57:12.0,"7 km ESE of Elgin, South Carolina",earthquake,2.18,1.08,0.138,4,reviewed,se,se
4-Mar-2022,34.1481667,-80.7381667,2.83,1.78,md,7,109,0.03775,0.36,se,se60146543,32:54.0,"5 km ESE of Elgin, South Carolina",earthquake,2.77,1.52,0.054,6,reviewed,se,se
9-Mar-2022,34.1501667,-80.7286667,3.58,2.16,md,13,74,0.03104,0.27,se,se60146743,36:09.8,"6 km ESE of Elgin, South Carolina",earthquake,1.39,0.9,0.033,6,reviewed,se,se
11-Mar-2022,34.2143333,-80.6073333,0.64,2.09,md,12,58,0.1054,0.26,se,se60147043,34:34.5,"3 km S of Camden, South Carolina",earthquake,0.92,0.18,0.014,5,reviewed,se,se
27-Mar-2022,34.1725,-80.7098333,1.91,2.06,md,13,63,0.03722,0.39,se,se60148143,22:07.1,"6 km SSW of Lugoff, South Carolina",earthquake,0.98,1.57,0.127,10,reviewed,se,se
28-Mar-2022,32.9845,-80.1708333,2.87,0.93,md,5,122,0.04971,0.24,se,se60148243,42:12.0,"1 km S of Centerville, South Carolina",earthquake,0.61,4.51,0.102,3,reviewed,se,se
7-Apr-2022,34.1645,-80.7153333,2.94,2.01,md,8,88,0.03205,0.34,se,se60148643,21:09.0,"7 km E of Elgin, South Carolina",earthquake,1.14,1.55,0.108,6,reviewed,se,se
9-Apr-2022,32.9438333,-80.155,3.59,1.56,md,8,107,0.01912,0.14,se,se60148743,07:26.0,"5 km SSE of Centerville, South Carolina",earthquake,0.46,1.12,0.037,5,reviewed,se,se
22-Apr-2022,32.9423333,-80.1416667,3.53,1.07,md,5,135,0.008784,0.15,se,se60149543,53:28.5,"5 km SSW of Ladson, South Carolina",earthquake,0.43,0.76,0.015,4,reviewed,se,se
23-Apr-2022,34.9866667,-82.3335,2.31,2.17,md,14,96,0.4576,0.39,se,se60149643,08:05.5,"8 km NNW of Taylors, South Carolina",earthquake,0.69,3.17,0.082,11,reviewed,se,se
9-May-2022,34.1588333,-80.731,3.95,3.25,md,24,63,0.03703,0.32,se,se60393731,35:07.6,"5 km ESE of Elgin, South Carolina",earthquake,0.49,0.69,0.086,18,reviewed,se,se
9-May-2022,34.1338333,-80.7171667,2.91,1.6,md,5,150,0.01911,0.28,se,se60150148,09:20.8,"8 km ESE of Elgin, South Carolina",earthquake,5.66,2.63,0.021,5,reviewed,se,se
9-May-2022,34.1443333,-80.7268333,4.1,1.79,md,8,110,0.02767,0.31,se,se60150143,38:11.2,"6 km ESE of Elgin, South Carolina",earthquake,1.52,0.83,0.062,4,reviewed,se,se
9-May-2022,34.1451667,-80.7301667,3.98,2.19,md,13,64,0.03055,0.29,se,se60153043,38:06.6,"6 km ESE of Elgin, South Carolina",earthquake,1.44,0.89,0.109,9,reviewed,se,se
10-May-2022,34.1736667,-80.7313333,2.25,2.76,md,19,63,0.04732,0.34,se,se60393851,22:26.0,"5 km E of Elgin, South Carolina",earthquake,0.68,1.21,0.085,17,reviewed,se,se
10-May-2022,34.1391667,-80.7301667,3.62,2.24,md,14,113,0.02961,0.38,se,se60153048,38:11.0,"6 km ESE of Elgin, South Carolina",earthquake,1.57,0.77,0.038,9,reviewed,se,se
10-May-2022,34.1703333,-80.721,2.07,2.57,md,13,62,0.03949,0.33,se,se60394051,25:20.0,"6 km E of Elgin, South Carolina",earthquake,0.75,1.26,0.075,11,reviewed,se,se
20-May-2022,34.1791667,-80.7051667,2.5,1.76,md,6,116,0.04257,0.28,se,se60150948,36:04.3,"5 km SSW of Lugoff, South Carolina",earthquake,1.29,2.36,0.053,4,reviewed,se,se
21-May-2022,34.1463333,-80.7188333,5.6,1.86,md,9,109,0.02203,0.31,se,se60151043,53:13.3,"7 km ESE of Elgin, South Carolina",earthquake,1.69,0.55,0.034,7,reviewed,se,se
15-Jun-2022,32.9606667,-80.1873333,7.31,0.96,md,6,143,0.04821,0.06,se,se60153443,24:22.5,"4 km SSW of Centerville, South Carolina",earthquake,0.46,1.3,0.044,4,reviewed,se,se
26-Jun-2022,34.1666667,-80.7246667,3.52,3.4,mw,25,63,0.03841,0.33,se,se60400941,20:13.6,"6 km E of Elgin, South Carolina",earthquake,0.52,0.64,,25,reviewed,se,se
26-Jun-2022,34.1608333,-80.7228333,3.31,1.79,md,6,98,0.03311,0.24,se,se60154253,54:32.4,"6 km E of Elgin, South Carolina",earthquake,1.12,1.18,0.243,3,reviewed,se,se
26-Jun-2022,34.1623333,-80.7191667,3.18,1.75,md,5,147,0.03217,0.23,se,se60154243,14:59.2,South Carolina,earthquake,1.27,2.27,0.113,4,reviewed,se,se
26-Jun-2022,34.1566667,-80.7305,2.06,1.34,md,4,165,0.03548,0.25,se,se60154248,45:59.6,"6 km ESE of Elgin, South Carolina",earthquake,2.51,6.53,,3,reviewed,se,se
26-Jun-2022,34.1648333,-80.7153333,4.09,1.88,md,4,138,0.03233,0.27,se,se60154443,05:34.0,"7 km E of Elgin, South Carolina",earthquake,2.61,2.51,0.096,3,reviewed,se,se
27-Jun-2022,32.9576667,-80.1886667,3.85,1.15,md,6,138,0.04851,0.26,se,se60154448,27:11.1,"4 km SSW of Centerville, South Carolina",earthquake,0.65,2.51,0.065,5,reviewed,se,se
29-Jun-2022,34.1658333,-80.7313333,2.64,3.5,mw,24,41,0.04165,0.25,se,se60401376,18:28.7,"5 km E of Elgin, South Carolina",earthquake,0.4,0.64,,29,reviewed,se,se
29-Jun-2022,34.1651667,-80.7278333,2.22,2.06,md,4,151,0.0391,0.23,se,se60154743,45:22.0,"6 km E of Elgin, South Carolina",earthquake,1.67,3.22,0.042,3,reviewed,se,se
29-Jun-2022,34.1601667,-80.7281667,2.92,1.88,md,8,143,0.03596,0.37,se,se60154843,26:08.1,"6 km E of Elgin, South Carolina",earthquake,1.85,1.85,0.017,5,reviewed,se,se
29-Jun-2022,34.156,-80.718,3.72,1.51,md,4,153,0.02688,0.29,se,se60154848,36:42.7,"7 km ESE of Elgin, South Carolina",earthquake,3.29,2.02,0.022,3,reviewed,se,se
29-Jun-2022,34.1646667,-80.728,2.95,3.6,mw,25,41,0.03885,0.32,se,se60401416,21:12.9,"6 km E of Elgin, South Carolina",earthquake,0.56,0.76,,0,reviewed,se,se
29-Jun-2022,34.1665,-80.72,1.93,1.46,md,6,142,0.03588,0.28,se,se60154943,06:12.1,"6 km E of Elgin, South Carolina",earthquake,1.46,1.96,0.048,4,reviewed,se,se
29-Jun-2022,34.1643333,-80.7046667,2.07,1.79,md,4,123,0.02813,0.25,se,se60154948,58:46.5,"7 km SSW of Lugoff, South Carolina",earthquake,1.94,2.81,0.087,3,reviewed,se,se
30-Jun-2022,34.1598333,-80.7258333,3.09,2.32,md,7,93,0.03426,0.26,se,se60155043,04:18.4,"6 km E of Elgin, South Carolina",earthquake,0.99,1.02,0.023,9,reviewed,se,se
30-Jun-2022,34.1568333,-80.7196667,3.11,2.03,md,12,113,0.02845,0.25,se,se60155048,45:36.8,"7 km ESE of Elgin, South Carolina",earthquake,1.95,1.78,0.108,9,reviewed,se,se
30-Jun-2022,34.1671667,-80.7136667,2.56,2.15,md,8,83,0.03365,0.26,se,se60155143,19:16.2,"7 km SSW of Lugoff, South Carolina",earthquake,0.74,1.14,0.055,5,reviewed,se,se
